uid,grid_id,year,month,date,ws_mps
"[10.0, 2016, 06]",10.0,2016,6.0,2016-06,275.98231461371387
"[10.0, 2016, 07]",10.0,2016,7.0,2016-07,326.9019547005894
"[10.0, 2016, 08]",10.0,2016,8.0,2016-08,290.723135794808
"[10.0, 2016, 09]",10.0,2016,9.0,2016-09,200.1320715689316
"[10.0, 2016, 10]",10.0,2016,10.0,2016-10,339.208915089461
"[10.0, 2016, 11]",10.0,2016,11.0,2016-11,254.1288654462715
"[10.0, 2016, 12]",10.0,2016,12.0,2016-12,265.01830592615573
"[11.0, 2016, 01]",11.0,2016,1.0,2016-01,282.8378151260505
"[11.0, 2016, 02]",11.0,2016,2.0,2016-02,310.6539015606244
"[11.0, 2016, 03]",11.0,2016,3.0,2016-03,252.14069627851146
"[11.0, 2016, 04]",11.0,2016,4.0,2016-04,218.049099639856
"[11.0, 2016, 05]",11.0,2016,5.0,2016-05,295.48823529411777
"[11.0, 2016, 06]",11.0,2016,6.0,2016-06,269.6129651860745
"[11.0, 2016, 07]",11.0,2016,7.0,2016-07,306.42400960384157
"[11.0, 2016, 08]",11.0,2016,8.0,2016-08,322.64237695078043
"[11.0, 2016, 09]",11.0,2016,9.0,2016-09,283.0945978391358
"[11.0, 2016, 10]",11.0,2016,10.0,2016-10,264.5098439375751
"[11.0, 2016, 11]",11.0,2016,11.0,2016-11,217.49207683073232
"[11.0, 2016, 12]",11.0,2016,12.0,2016-12,228.4932773109244
"[12.0, 2016, 01]",12.0,2016,1.0,2016-01,262.6262786771278
"[12.0, 2016, 02]",12.0,2016,2.0,2016-02,312.35951931671474
"[12.0, 2016, 03]",12.0,2016,3.0,2016-03,253.47621412255435
"[12.0, 2016, 04]",12.0,2016,4.0,2016-04,225.6495183235674
"[12.0, 2016, 05]",12.0,2016,5.0,2016-05,280.9191578111034
"[12.0, 2016, 06]",12.0,2016,6.0,2016-06,279.21521501638694
"[12.0, 2016, 07]",12.0,2016,7.0,2016-07,314.32356738504325
"[12.0, 2016, 08]",12.0,2016,8.0,2016-08,349.72926805045194
"[12.0, 2016, 09]",12.0,2016,9.0,2016-09,275.7184427450591
"[12.0, 2016, 10]",12.0,2016,10.0,2016-10,252.0672360711093
"[12.0, 2016, 11]",12.0,2016,11.0,2016-11,215.6313437282749
"[12.0, 2016, 12]",12.0,2016,12.0,2016-12,243.25881418214323
"[13.0, 2016, 01]",13.0,2016,1.0,2016-01,144.30115830115832
"[13.0, 2016, 02]",13.0,2016,2.0,2016-02,154.36293436293437
"[13.0, 2016, 03]",13.0,2016,3.0,2016-03,198.55708769994487
"[13.0, 2016, 04]",13.0,2016,4.0,2016-04,197.8014340871484
"[13.0, 2016, 05]",13.0,2016,5.0,2016-05,147.23083287369002
"[13.0, 2016, 06]",13.0,2016,6.0,2016-06,222.5455046883618
"[13.0, 2016, 07]",13.0,2016,7.0,2016-07,323.83094318808605
"[13.0, 2016, 08]",13.0,2016,8.0,2016-08,325.62244897959187
"[13.0, 2016, 09]",13.0,2016,9.0,2016-09,179.8976833976834
"[13.0, 2016, 10]",13.0,2016,10.0,2016-10,325.8698290126862
"[13.0, 2016, 11]",13.0,2016,11.0,2016-11,221.38030888030886
"[13.0, 2016, 12]",13.0,2016,12.0,2016-12,210.71428571428572
"[14.0, 2016, 01]",14.0,2016,1.0,2016-01,145.1211235590193
"[14.0, 2016, 02]",14.0,2016,2.0,2016-02,150.73291118688098
"[14.0, 2016, 03]",14.0,2016,3.0,2016-03,199.67007631108942
"[14.0, 2016, 04]",14.0,2016,4.0,2016-04,182.03766845267083
"[14.0, 2016, 05]",14.0,2016,5.0,2016-05,139.51047247929856
"[14.0, 2016, 06]",14.0,2016,6.0,2016-06,211.65984737782105
"[14.0, 2016, 07]",14.0,2016,7.0,2016-07,316.54911511609026
"[14.0, 2016, 08]",14.0,2016,8.0,2016-08,325.87027114791357
"[14.0, 2016, 09]",14.0,2016,9.0,2016-09,170.68826108134436
"[14.0, 2016, 10]",14.0,2016,10.0,2016-10,325.1136548140931
"[14.0, 2016, 11]",14.0,2016,11.0,2016-11,226.3235914921253
"[14.0, 2016, 12]",14.0,2016,12.0,2016-12,205.19045299561614
"[15.0, 2016, 01]",15.0,2016,1.0,2016-01,158.54166666666666
"[15.0, 2016, 02]",15.0,2016,2.0,2016-02,150.875
"[15.0, 2016, 03]",15.0,2016,3.0,2016-03,197.58333333333334
"[15.0, 2016, 04]",15.0,2016,4.0,2016-04,169.16666666666666
"[15.0, 2016, 05]",15.0,2016,5.0,2016-05,140.875
"[15.0, 2016, 06]",15.0,2016,6.0,2016-06,176.58333333333334
"[15.0, 2016, 07]",15.0,2016,7.0,2016-07,265.0833333333333
"[15.0, 2016, 08]",15.0,2016,8.0,2016-08,315.7083333333333
"[15.0, 2016, 09]",15.0,2016,9.0,2016-09,153.04166666666666
"[15.0, 2016, 10]",15.0,2016,10.0,2016-10,301.125
"[15.0, 2016, 11]",15.0,2016,11.0,2016-11,209.29166666666666
"[15.0, 2016, 12]",15.0,2016,12.0,2016-12,187.45833333333334
"[16.0, 2016, 01]",16.0,2016,1.0,2016-01,215.6218917034627
"[16.0, 2016, 02]",16.0,2016,2.0,2016-02,203.03671856844062
"[16.0, 2016, 03]",16.0,2016,3.0,2016-03,200.28886823146644
"[16.0, 2016, 04]",16.0,2016,4.0,2016-04,191.51127120613523
"[16.0, 2016, 05]",16.0,2016,5.0,2016-05,192.62212409946548
"[16.0, 2016, 06]",16.0,2016,6.0,2016-06,229.8814780385777
"[16.0, 2016, 07]",16.0,2016,7.0,2016-07,262.2449453869393
"[16.0, 2016, 08]",16.0,2016,8.0,2016-08,309.7485475249826
"[16.0, 2016, 09]",16.0,2016,9.0,2016-09,230.748082732977
"[16.0, 2016, 10]",16.0,2016,10.0,2016-10,275.37043922844526
"[16.0, 2016, 11]",16.0,2016,11.0,2016-11,226.3925168487102
"[16.0, 2016, 12]",16.0,2016,12.0,2016-12,207.39995352079944
"[17.0, 2016, 01]",17.0,2016,1.0,2016-01,216.47669525382193
"[17.0, 2016, 02]",17.0,2016,2.0,2016-02,202.74367442603736
"[17.0, 2016, 03]",17.0,2016,3.0,2016-03,194.31039258509557
"[17.0, 2016, 04]",17.0,2016,4.0,2016-04,182.88238427528898
"[17.0, 2016, 05]",17.0,2016,5.0,2016-05,197.80764928354557
"[17.0, 2016, 06]",17.0,2016,6.0,2016-06,211.27688701859051
"[17.0, 2016, 07]",17.0,2016,7.0,2016-07,233.77643424066483
"[17.0, 2016, 08]",17.0,2016,8.0,2016-08,276.466414531508
"[17.0, 2016, 09]",17.0,2016,9.0,2016-09,232.9008150002663
"[17.0, 2016, 10]",17.0,2016,10.0,2016-10,271.6009694774411
"[17.0, 2016, 11]",17.0,2016,11.0,2016-11,226.6349011878762
"[17.0, 2016, 12]",17.0,2016,12.0,2016-12,214.096628136153
"[18.0, 2016, 01]",18.0,2016,1.0,2016-01,220.53550699897576
"[18.0, 2016, 02]",18.0,2016,2.0,2016-02,206.16917036531243
"[18.0, 2016, 03]",18.0,2016,3.0,2016-03,199.14595425059747
"[18.0, 2016, 04]",18.0,2016,4.0,2016-04,186.2058723113691
"[18.0, 2016, 05]",18.0,2016,5.0,2016-05,204.15995220211676
"[18.0, 2016, 06]",18.0,2016,6.0,2016-06,217.90030727210655
"[18.0, 2016, 07]",18.0,2016,7.0,2016-07,236.0955957664732
"[18.0, 2016, 08]",18.0,2016,8.0,2016-08,278.03857972004096
"[18.0, 2016, 09]",18.0,2016,9.0,2016-09,232.18180266302494
"[18.0, 2016, 10]",18.0,2016,10.0,2016-10,269.4504950495049
"[18.0, 2016, 11]",18.0,2016,11.0,2016-11,224.32536701946051
"[18.0, 2016, 12]",18.0,2016,12.0,2016-12,213.57357459883917
"[19.0, 2016, 01]",19.0,2016,1.0,2016-01,185.60800946932332
"[19.0, 2016, 02]",19.0,2016,2.0,2016-02,220.41507200631284
"[19.0, 2016, 03]",19.0,2016,3.0,2016-03,217.90866048530282
"[19.0, 2016, 04]",19.0,2016,4.0,2016-04,162.35726967843758
"[19.0, 2016, 05]",19.0,2016,5.0,2016-05,174.68692049713948
"[19.0, 2016, 06]",19.0,2016,6.0,2016-06,187.15486289208917
"[19.0, 2016, 07]",19.0,2016,7.0,2016-07,225.7839810613533
"[19.0, 2016, 08]",19.0,2016,8.0,2016-08,267.9710001972776
"[19.0, 2016, 09]",19.0,2016,9.0,2016-09,196.62655356086015
"[19.0, 2016, 10]",19.0,2016,10.0,2016-10,260.15427105938056
"[19.0, 2016, 11]",19.0,2016,11.0,2016-11,204.224896429276
"[19.0, 2016, 12]",19.0,2016,12.0,2016-12,210.26336555533632
"[20.0, 2016, 01]",20.0,2016,1.0,2016-01,188.1908925318761
"[20.0, 2016, 02]",20.0,2016,2.0,2016-02,207.3363691560413
"[20.0, 2016, 03]",20.0,2016,3.0,2016-03,200.46423800850027
"[20.0, 2016, 04]",20.0,2016,4.0,2016-04,165.81396478445657
"[20.0, 2016, 05]",20.0,2016,5.0,2016-05,179.08609593199753
"[20.0, 2016, 06]",20.0,2016,6.0,2016-06,182.68111718275654
"[20.0, 2016, 07]",20.0,2016,7.0,2016-07,218.54292653309042
"[20.0, 2016, 08]",20.0,2016,8.0,2016-08,263.55555555555554
"[20.0, 2016, 09]",20.0,2016,9.0,2016-09,207.66715239829992
"[20.0, 2016, 10]",20.0,2016,10.0,2016-10,264.8975106253794
"[20.0, 2016, 11]",20.0,2016,11.0,2016-11,214.0061930783242
"[20.0, 2016, 12]",20.0,2016,12.0,2016-12,208.38603521554342
"[21.0, 2016, 01]",21.0,2016,1.0,2016-01,200.56011213456145
"[21.0, 2016, 02]",21.0,2016,2.0,2016-02,202.04389267120544
"[21.0, 2016, 03]",21.0,2016,3.0,2016-03,197.3862234681618
"[21.0, 2016, 04]",21.0,2016,4.0,2016-04,173.11309571485785
"[21.0, 2016, 05]",21.0,2016,5.0,2016-05,190.93071686023228
"[21.0, 2016, 06]",21.0,2016,6.0,2016-06,198.09595514617544
"[21.0, 2016, 07]",21.0,2016,7.0,2016-07,226.20368442130555
"[21.0, 2016, 08]",21.0,2016,8.0,2016-08,261.00776932318786
"[21.0, 2016, 09]",21.0,2016,9.0,2016-09,224.33520224269125
"[21.0, 2016, 10]",21.0,2016,10.0,2016-10,267.1119743692431
"[21.0, 2016, 11]",21.0,2016,11.0,2016-11,221.61153384060873
"[21.0, 2016, 12]",21.0,2016,12.0,2016-12,212.81153384060875
"[22.0, 2016, 01]",22.0,2016,1.0,2016-01,137.67574308875487
"[22.0, 2016, 02]",22.0,2016,2.0,2016-02,127.78736229474114
"[22.0, 2016, 03]",22.0,2016,3.0,2016-03,112.72167948451462
"[22.0, 2016, 04]",22.0,2016,4.0,2016-04,171.26439409686125
"[22.0, 2016, 05]",22.0,2016,5.0,2016-05,159.7141966327166
"[22.0, 2016, 06]",22.0,2016,6.0,2016-06,137.55560174599867
"[22.0, 2016, 07]",22.0,2016,7.0,2016-07,149.69694450218242
"[22.0, 2016, 08]",22.0,2016,8.0,2016-08,148.9318229058407
"[22.0, 2016, 09]",22.0,2016,9.0,2016-09,148.26148409893986
"[22.0, 2016, 10]",22.0,2016,10.0,2016-10,167.51278320515476
"[22.0, 2016, 11]",22.0,2016,11.0,2016-11,146.95323217626265
"[22.0, 2016, 12]",22.0,2016,12.0,2016-12,208.29224693410924
"[23.0, 2016, 01]",23.0,2016,1.0,2016-01,159.28342245989307
"[23.0, 2016, 02]",23.0,2016,2.0,2016-02,135.91257847012324
"[23.0, 2016, 03]",23.0,2016,3.0,2016-03,116.74819809346666
"[23.0, 2016, 04]",23.0,2016,4.0,2016-04,163.92420367356434
"[23.0, 2016, 05]",23.0,2016,5.0,2016-05,160.25110439432694
"[23.0, 2016, 06]",23.0,2016,6.0,2016-06,143.3782841199721
"[23.0, 2016, 07]",23.0,2016,7.0,2016-07,162.7068123692165
"[23.0, 2016, 08]",23.0,2016,8.0,2016-08,163.39246686817023
"[23.0, 2016, 09]",23.0,2016,9.0,2016-09,161.79051383399212
"[23.0, 2016, 10]",23.0,2016,10.0,2016-10,158.30713787491283
"[23.0, 2016, 11]",23.0,2016,11.0,2016-11,154.77144850034878
"[23.0, 2016, 12]",23.0,2016,12.0,2016-12,197.7688909555918
"[24.0, 2016, 01]",24.0,2016,1.0,2016-01,204.3635732469336
"[24.0, 2016, 02]",24.0,2016,2.0,2016-02,231.0715112242537
"[24.0, 2016, 03]",24.0,2016,3.0,2016-03,203.57648692432312
"[24.0, 2016, 04]",24.0,2016,4.0,2016-04,191.71302939134463
"[24.0, 2016, 05]",24.0,2016,5.0,2016-05,181.19092802591996
"[24.0, 2016, 06]",24.0,2016,6.0,2016-06,206.38463318676236
"[24.0, 2016, 07]",24.0,2016,7.0,2016-07,269.9770886368897
"[24.0, 2016, 08]",24.0,2016,8.0,2016-08,308.59106688266615
"[24.0, 2016, 09]",24.0,2016,9.0,2016-09,197.81971765794958
"[24.0, 2016, 10]",24.0,2016,10.0,2016-10,210.96806294839163
"[24.0, 2016, 11]",24.0,2016,11.0,2016-11,190.3816246239297
"[24.0, 2016, 12]",24.0,2016,12.0,2016-12,219.9514001388568
"[25.0, 2016, 01]",25.0,2016,1.0,2016-01,171.59109710458935
"[25.0, 2016, 02]",25.0,2016,2.0,2016-02,206.06755958243056
"[25.0, 2016, 03]",25.0,2016,3.0,2016-03,161.0892259208194
"[25.0, 2016, 04]",25.0,2016,4.0,2016-04,186.11798306086274
"[25.0, 2016, 05]",25.0,2016,5.0,2016-05,149.99409099862126
"[25.0, 2016, 06]",25.0,2016,6.0,2016-06,122.33543431160138
"[25.0, 2016, 07]",25.0,2016,7.0,2016-07,100.01359070317118
"[25.0, 2016, 08]",25.0,2016,8.0,2016-08,147.50718928501087
"[25.0, 2016, 09]",25.0,2016,9.0,2016-09,136.49753791609223
"[25.0, 2016, 10]",25.0,2016,10.0,2016-10,167.32401024226908
"[25.0, 2016, 11]",25.0,2016,11.0,2016-11,197.249359858184
"[25.0, 2016, 12]",25.0,2016,12.0,2016-12,172.0980894228876
"[26.0, 2016, 01]",26.0,2016,1.0,2016-01,229.61353406798077
"[26.0, 2016, 02]",26.0,2016,2.0,2016-02,221.8283408350148
"[26.0, 2016, 03]",26.0,2016,3.0,2016-03,232.29272078224432
"[26.0, 2016, 04]",26.0,2016,4.0,2016-04,241.0847431320814
"[26.0, 2016, 05]",26.0,2016,5.0,2016-05,243.59754772621451
"[26.0, 2016, 06]",26.0,2016,6.0,2016-06,252.0555641781779
"[26.0, 2016, 07]",26.0,2016,7.0,2016-07,246.54601893527862
"[26.0, 2016, 08]",26.0,2016,8.0,2016-08,262.2750271612603
"[26.0, 2016, 09]",26.0,2016,9.0,2016-09,259.26881887319576
"[26.0, 2016, 10]",26.0,2016,10.0,2016-10,250.6402297066584
"[26.0, 2016, 11]",26.0,2016,11.0,2016-11,264.48781623467335
"[26.0, 2016, 12]",26.0,2016,12.0,2016-12,257.1541207512029
"[27.0, 2016, 01]",27.0,2016,1.0,2016-01,199.40994980808978
"[27.0, 2016, 02]",27.0,2016,2.0,2016-02,241.08901682905224
"[27.0, 2016, 03]",27.0,2016,3.0,2016-03,191.02863891349276
"[27.0, 2016, 04]",27.0,2016,4.0,2016-04,223.0088573959256
"[27.0, 2016, 05]",27.0,2016,5.0,2016-05,187.06229701801004
"[27.0, 2016, 06]",27.0,2016,6.0,2016-06,159.91747859462654
"[27.0, 2016, 07]",27.0,2016,7.0,2016-07,134.92235016238558
"[27.0, 2016, 08]",27.0,2016,8.0,2016-08,185.42810746973723
"[27.0, 2016, 09]",27.0,2016,9.0,2016-09,172.0838500147623
"[27.0, 2016, 10]",27.0,2016,10.0,2016-10,207.1275465013286
"[27.0, 2016, 11]",27.0,2016,11.0,2016-11,237.3910540301151
"[27.0, 2016, 12]",27.0,2016,12.0,2016-12,208.1372896368468
"[28.0, 2016, 01]",28.0,2016,1.0,2016-01,203.45138583369982
"[28.0, 2016, 02]",28.0,2016,2.0,2016-02,229.4506159260888
"[28.0, 2016, 03]",28.0,2016,3.0,2016-03,206.31247250329952
"[28.0, 2016, 04]",28.0,2016,4.0,2016-04,189.55829300483936
"[28.0, 2016, 05]",28.0,2016,5.0,2016-05,185.1267047954245
"[28.0, 2016, 06]",28.0,2016,6.0,2016-06,216.42663880334348
"[28.0, 2016, 07]",28.0,2016,7.0,2016-07,276.30411350637917
"[28.0, 2016, 08]",28.0,2016,8.0,2016-08,318.4116805983279
"[28.0, 2016, 09]",28.0,2016,9.0,2016-09,213.0673119225692
"[28.0, 2016, 10]",28.0,2016,10.0,2016-10,211.52452705675307
"[28.0, 2016, 11]",28.0,2016,11.0,2016-11,196.3333699956004
"[28.0, 2016, 12]",28.0,2016,12.0,2016-12,224.63594368675754
"[29.0, 2016, 01]",29.0,2016,1.0,2016-01,199.88789816750707
"[29.0, 2016, 02]",29.0,2016,2.0,2016-02,242.8674824744804
"[29.0, 2016, 03]",29.0,2016,3.0,2016-03,204.12526134546795
"[29.0, 2016, 04]",29.0,2016,4.0,2016-04,187.90720698561063
"[29.0, 2016, 05]",29.0,2016,5.0,2016-05,189.80629688845158
"[29.0, 2016, 06]",29.0,2016,6.0,2016-06,220.623969991391
"[29.0, 2016, 07]",29.0,2016,7.0,2016-07,259.2775181404501
"[29.0, 2016, 08]",29.0,2016,8.0,2016-08,314.1021399581847
"[29.0, 2016, 09]",29.0,2016,9.0,2016-09,222.09070225064568
"[29.0, 2016, 10]",29.0,2016,10.0,2016-10,207.2272168244988
"[29.0, 2016, 11]",29.0,2016,11.0,2016-11,198.50977739515434
"[29.0, 2016, 12]",29.0,2016,12.0,2016-12,234.5013528471283
"[30.0, 2016, 01]",30.0,2016,1.0,2016-01,140.0469077568134
"[30.0, 2016, 02]",30.0,2016,2.0,2016-02,223.78511530398325
"[30.0, 2016, 03]",30.0,2016,3.0,2016-03,184.55555555555554
"[30.0, 2016, 04]",30.0,2016,4.0,2016-04,144.3472222222222
"[30.0, 2016, 05]",30.0,2016,5.0,2016-05,120.71147798742139
"[30.0, 2016, 06]",30.0,2016,6.0,2016-06,132.37604821802933
"[30.0, 2016, 07]",30.0,2016,7.0,2016-07,141.8527253668763
"[30.0, 2016, 08]",30.0,2016,8.0,2016-08,160.3296645702306
"[30.0, 2016, 09]",30.0,2016,9.0,2016-09,146.2549790356394
"[30.0, 2016, 10]",30.0,2016,10.0,2016-10,151.9072327044025
"[30.0, 2016, 11]",30.0,2016,11.0,2016-11,131.74737945492663
"[30.0, 2016, 12]",30.0,2016,12.0,2016-12,194.6236897274633
"[31.0, 2016, 01]",31.0,2016,1.0,2016-01,217.50873196659072
"[31.0, 2016, 02]",31.0,2016,2.0,2016-02,277.709946848899
"[31.0, 2016, 03]",31.0,2016,3.0,2016-03,215.04024297646166
"[31.0, 2016, 04]",31.0,2016,4.0,2016-04,265.92786636294613
"[31.0, 2016, 05]",31.0,2016,5.0,2016-05,223.11313591495824
"[31.0, 2016, 06]",31.0,2016,6.0,2016-06,187.90356871678057
"[31.0, 2016, 07]",31.0,2016,7.0,2016-07,170.3227031131359
"[31.0, 2016, 08]",31.0,2016,8.0,2016-08,211.5960516324981
"[31.0, 2016, 09]",31.0,2016,9.0,2016-09,196.2004555808656
