uid,grid_id,year,month,date,pr_mm
"[1.0, 2017, 01]",1.0,2017,1.0,2017-01,280.57624633431084
"[1.0, 2017, 02]",1.0,2017,2.0,2017-02,110.74780058651027
"[1.0, 2017, 03]",1.0,2017,3.0,2017-03,121.95601173020528
"[1.0, 2017, 04]",1.0,2017,4.0,2017-04,95.32624633431085
"[1.0, 2017, 05]",1.0,2017,5.0,2017-05,9.563782991202347
"[1.0, 2017, 06]",1.0,2017,6.0,2017-06,37.69721407624634
"[1.0, 2017, 07]",1.0,2017,7.0,2017-07,15.382697947214076
"[1.0, 2017, 08]",1.0,2017,8.0,2017-08,17.189882697947215
"[1.0, 2017, 09]",1.0,2017,9.0,2017-09,2.373900293255132
"[1.0, 2017, 10]",1.0,2017,10.0,2017-10,22.940615835777127
"[1.0, 2017, 11]",1.0,2017,11.0,2017-11,63.225806451612904
"[1.0, 2017, 12]",1.0,2017,12.0,2017-12,226.63563049853374
"[2.0, 2017, 01]",2.0,2017,1.0,2017-01,214.1218152866242
"[2.0, 2017, 02]",2.0,2017,2.0,2017-02,143.44785031847135
"[2.0, 2017, 03]",2.0,2017,3.0,2017-03,215.547173566879
"[2.0, 2017, 04]",2.0,2017,4.0,2017-04,123.48347929936304
"[2.0, 2017, 05]",2.0,2017,5.0,2017-05,33.777468152866234
"[2.0, 2017, 06]",2.0,2017,6.0,2017-06,53.75258757961783
"[2.0, 2017, 07]",2.0,2017,7.0,2017-07,41.28025477707006
"[2.0, 2017, 08]",2.0,2017,8.0,2017-08,30.556130573248407
"[2.0, 2017, 09]",2.0,2017,9.0,2017-09,5.310907643312101
"[2.0, 2017, 10]",2.0,2017,10.0,2017-10,10.30951433121019
"[2.0, 2017, 11]",2.0,2017,11.0,2017-11,69.32722929936305
"[2.0, 2017, 12]",2.0,2017,12.0,2017-12,240.0999203821656
"[3.0, 2017, 01]",3.0,2017,1.0,2017-01,208.2323991797676
"[3.0, 2017, 02]",3.0,2017,2.0,2017-02,180.7293233082707
"[3.0, 2017, 03]",3.0,2017,3.0,2017-03,218.3609022556391
"[3.0, 2017, 04]",3.0,2017,4.0,2017-04,158.58988380041012
"[3.0, 2017, 05]",3.0,2017,5.0,2017-05,46.17088174982912
"[3.0, 2017, 06]",3.0,2017,6.0,2017-06,44.740943267259055
"[3.0, 2017, 07]",3.0,2017,7.0,2017-07,68.10594668489406
"[3.0, 2017, 08]",3.0,2017,8.0,2017-08,33.55980861244019
"[3.0, 2017, 09]",3.0,2017,9.0,2017-09,5.825700615174299
"[3.0, 2017, 10]",3.0,2017,10.0,2017-10,9.813397129186603
"[3.0, 2017, 11]",3.0,2017,11.0,2017-11,91.60423786739577
"[3.0, 2017, 12]",3.0,2017,12.0,2017-12,262.44224196855777
"[4.0, 2017, 01]",4.0,2017,1.0,2017-01,283.87030941408824
"[4.0, 2017, 02]",4.0,2017,2.0,2017-02,208.72416063199475
"[4.0, 2017, 03]",4.0,2017,3.0,2017-03,144.42297564186967
"[4.0, 2017, 04]",4.0,2017,4.0,2017-04,21.155694535878865
"[4.0, 2017, 05]",4.0,2017,5.0,2017-05,8.762343647136273
"[4.0, 2017, 06]",4.0,2017,6.0,2017-06,2.5990783410138247
"[4.0, 2017, 07]",4.0,2017,7.0,2017-07,3.62936142198815
"[4.0, 2017, 08]",4.0,2017,8.0,2017-08,0.0
"[4.0, 2017, 09]",4.0,2017,9.0,2017-09,2.0187623436471362
"[4.0, 2017, 10]",4.0,2017,10.0,2017-10,14.729427254772878
"[4.0, 2017, 11]",4.0,2017,11.0,2017-11,53.38610928242265
"[4.0, 2017, 12]",4.0,2017,12.0,2017-12,108.80414746543778
"[5.0, 2017, 01]",5.0,2017,1.0,2017-01,411.8821609862219
"[5.0, 2017, 02]",5.0,2017,2.0,2017-02,642.6506526468455
"[5.0, 2017, 03]",5.0,2017,3.0,2017-03,483.3252356780276
"[5.0, 2017, 04]",5.0,2017,4.0,2017-04,172.94289340101523
"[5.0, 2017, 05]",5.0,2017,5.0,2017-05,0.0
"[5.0, 2017, 06]",5.0,2017,6.0,2017-06,0.0
"[5.0, 2017, 07]",5.0,2017,7.0,2017-07,0.0
"[5.0, 2017, 08]",5.0,2017,8.0,2017-08,0.0
"[5.0, 2017, 09]",5.0,2017,9.0,2017-09,0.0
"[5.0, 2017, 10]",5.0,2017,10.0,2017-10,119.41443074691803
"[5.0, 2017, 11]",5.0,2017,11.0,2017-11,178.31290790427843
"[5.0, 2017, 12]",5.0,2017,12.0,2017-12,188.68763596809282
"[6.0, 2017, 01]",6.0,2017,1.0,2017-01,397.11764705882354
"[6.0, 2017, 02]",6.0,2017,2.0,2017-02,619.7058823529412
"[6.0, 2017, 03]",6.0,2017,3.0,2017-03,472.1764705882353
"[6.0, 2017, 04]",6.0,2017,4.0,2017-04,180.76470588235293
"[6.0, 2017, 05]",6.0,2017,5.0,2017-05,0.0
"[6.0, 2017, 06]",6.0,2017,6.0,2017-06,0.0
"[6.0, 2017, 07]",6.0,2017,7.0,2017-07,0.0
"[6.0, 2017, 08]",6.0,2017,8.0,2017-08,0.0
"[6.0, 2017, 09]",6.0,2017,9.0,2017-09,0.0
"[6.0, 2017, 10]",6.0,2017,10.0,2017-10,81.3529411764706
"[6.0, 2017, 11]",6.0,2017,11.0,2017-11,151.1764705882353
"[6.0, 2017, 12]",6.0,2017,12.0,2017-12,177.11764705882354
"[7.0, 2017, 01]",7.0,2017,1.0,2017-01,543.4700511322133
"[7.0, 2017, 02]",7.0,2017,2.0,2017-02,379.54492330168006
"[7.0, 2017, 03]",7.0,2017,3.0,2017-03,462.38385682980277
"[7.0, 2017, 04]",7.0,2017,4.0,2017-04,783.646092037984
"[7.0, 2017, 05]",7.0,2017,5.0,2017-05,533.4623813002191
"[7.0, 2017, 06]",7.0,2017,6.0,2017-06,542.7279035792549
"[7.0, 2017, 07]",7.0,2017,7.0,2017-07,396.55916727538346
"[7.0, 2017, 08]",7.0,2017,8.0,2017-08,215.91380569758948
"[7.0, 2017, 09]",7.0,2017,9.0,2017-09,158.65485756026294
"[7.0, 2017, 10]",7.0,2017,10.0,2017-10,279.9660336011687
"[7.0, 2017, 11]",7.0,2017,11.0,2017-11,293.61541271000726
"[7.0, 2017, 12]",7.0,2017,12.0,2017-12,232.6230825420014
"[8.0, 2017, 01]",8.0,2017,1.0,2017-01,216.9148294267813
"[8.0, 2017, 02]",8.0,2017,2.0,2017-02,257.1163843119054
"[8.0, 2017, 03]",8.0,2017,3.0,2017-03,227.17359016013006
"[8.0, 2017, 04]",8.0,2017,4.0,2017-04,352.4405894639129
"[8.0, 2017, 05]",8.0,2017,5.0,2017-05,194.6768391738223
"[8.0, 2017, 06]",8.0,2017,6.0,2017-06,99.32873056393598
"[8.0, 2017, 07]",8.0,2017,7.0,2017-07,111.1430726386633
"[8.0, 2017, 08]",8.0,2017,8.0,2017-08,20.702019029937343
"[8.0, 2017, 09]",8.0,2017,9.0,2017-09,17.11974936180089
"[8.0, 2017, 10]",8.0,2017,10.0,2017-10,92.78718960315621
"[8.0, 2017, 11]",8.0,2017,11.0,2017-11,202.56045486191698
"[8.0, 2017, 12]",8.0,2017,12.0,2017-12,129.56010675330705
"[9.0, 2017, 01]",9.0,2017,1.0,2017-01,232.19061941911832
"[9.0, 2017, 02]",9.0,2017,2.0,2017-02,241.21223799229247
