uid,grid_id,year,month,tavg_celsius,tmmx_celsius,tmmn_celsius
"[1.0, 2016, 01]",1.0,2016,1.0,27.656489444878815,31.99241594996091,23.320562939796723
"[1.0, 2016, 02]",1.0,2016,2.0,28.45648944487881,33.11266614542611,23.800312744331517
"[1.0, 2016, 03]",1.0,2016,3.0,27.693197810789677,32.15285379202502,23.23354182955434
"[1.0, 2016, 04]",1.0,2016,4.0,25.696520719311962,30.64652071931196,20.746520719311967
"[1.0, 2016, 05]",1.0,2016,5.0,22.066458170445664,27.453166536356534,16.679749804534794
"[1.0, 2016, 06]",1.0,2016,6.0,20.842885066458173,26.726270523846754,14.959499609069583
"[1.0, 2016, 07]",1.0,2016,7.0,20.649687255668493,26.119624706802185,15.17974980453479
"[1.0, 2016, 08]",1.0,2016,8.0,21.542885066458172,26.999061767005472,16.086708365910866
"[1.0, 2016, 09]",1.0,2016,9.0,23.89288506645817,29.25254104769351,18.533229085222832
"[1.0, 2016, 10]",1.0,2016,10.0,25.733072713057076,29.912353401094606,21.553792025019543
"[1.0, 2016, 11]",1.0,2016,11.0,26.716301798279908,31.131978107896796,22.300625488663027
"[1.0, 2016, 12]",1.0,2016,12.0,27.32310398749023,31.76551993745114,22.880688037529325
"[2.0, 2016, 01]",2.0,2016,1.0,28.090067675159226,31.896058917197447,24.28407643312102
"[2.0, 2016, 02]",2.0,2016,2.0,29.213296178343946,33.57296974522293,24.853622611464974
"[2.0, 2016, 03]",2.0,2016,3.0,28.400796178343953,32.336166401273886,24.465425955414013
"[2.0, 2016, 04]",2.0,2016,4.0,26.76894904458599,30.94695461783439,22.59094347133758
"[2.0, 2016, 05]",2.0,2016,5.0,23.58040406050955,28.185469745222925,18.975338375796177
"[2.0, 2016, 06]",2.0,2016,6.0,22.30359275477707,27.231349522292998,17.375835987261148
"[2.0, 2016, 07]",2.0,2016,7.0,22.291092754777072,26.485469745222925,18.096715764331204
"[2.0, 2016, 08]",2.0,2016,8.0,22.848755971337578,27.388694267515923,18.30881767515924
"[2.0, 2016, 09]",2.0,2016,9.0,24.836455015923566,29.383180732484078,20.28972929936306
"[2.0, 2016, 10]",2.0,2016,10.0,26.74050557324841,30.051950636942674,23.42906050955414
"[2.0, 2016, 11]",2.0,2016,11.0,27.46673964968152,31.684156050955412,23.24932324840764
"[2.0, 2016, 12]",2.0,2016,12.0,28.053493232484076,32.139211783439485,23.967774681528663
"[3.0, 2016, 01]",3.0,2016,1.0,28.041900205058102,32.29172932330827,23.79207108680793
"[3.0, 2016, 02]",3.0,2016,2.0,29.048325358851685,33.6,24.496650717703346
"[3.0, 2016, 03]",3.0,2016,3.0,28.466643882433356,32.58345864661655,24.349829118250174
"[3.0, 2016, 04]",3.0,2016,4.0,26.68714969241285,30.862679425837324,22.511619958988376
"[3.0, 2016, 05]",3.0,2016,5.0,23.334586466165415,27.958441558441557,18.710731373889274
"[3.0, 2016, 06]",3.0,2016,6.0,21.969617224880388,26.972522214627475,16.96671223513329
"[3.0, 2016, 07]",3.0,2016,7.0,21.884757347915247,26.282911825017088,17.4866028708134
"[3.0, 2016, 08]",3.0,2016,8.0,22.530006835269994,27.281681476418328,17.77833219412167
"[3.0, 2016, 09]",3.0,2016,9.0,24.888380041011622,30.09507860560492,19.681681476418323
"[3.0, 2016, 10]",3.0,2016,10.0,26.665755297334243,30.5904989747095,22.741011619958993
"[3.0, 2016, 11]",3.0,2016,11.0,27.66390977443609,32.48803827751197,22.839781271360224
"[3.0, 2016, 12]",3.0,2016,12.0,28.000000000000004,32.47887901572113,23.521120984278877
"[4.0, 2016, 01]",4.0,2016,1.0,31.288034891375908,36.87906517445688,25.69700460829494
"[4.0, 2016, 02]",4.0,2016,2.0,31.348864384463457,37.32636603028308,25.371362738643843
