uid,grid_id,year,month,tavg_celsius,tmmx_celsius,tmmn_celsius
"[1.0, 2020, 01]",1.0,2020,1.0,27.89035923753666,32.41158357771261,23.369134897360706
"[1.0, 2020, 02]",1.0,2020,2.0,28.181011730205284,32.53057184750733,23.831451612903233
"[1.0, 2020, 03]",1.0,2020,3.0,26.955498533724345,31.52404692082111,22.386950146627562
"[1.0, 2020, 04]",1.0,2020,4.0,26.033980938416416,30.968255131964813,21.09970674486803
"[1.0, 2020, 05]",1.0,2020,5.0,23.164992668621704,28.905645161290323,17.42434017595308
"[1.0, 2020, 06]",1.0,2020,6.0,21.111730205278587,27.036803519061586,15.186656891495602
"[1.0, 2020, 07]",1.0,2020,7.0,20.259054252199412,26.187243401759527,14.330865102639299
"[1.0, 2020, 08]",1.0,2020,8.0,21.69941348973607,27.43027859237537,15.968548387096774
"[1.0, 2020, 09]",1.0,2020,9.0,23.00579178885631,28.45549853372434,17.55608504398827
"[1.0, 2020, 10]",1.0,2020,10.0,24.990212609970673,29.786656891495607,20.193768328445753
"[1.0, 2020, 11]",1.0,2020,11.0,27.46796187683285,32.0483870967742,22.8875366568915
"[1.0, 2020, 12]",1.0,2020,12.0,27.215725806451612,31.69941348973607,22.732038123167158
"[2.0, 2020, 01]",2.0,2020,1.0,28.32041106270127,32.40488728925933,24.235934836143205
"[2.0, 2020, 02]",2.0,2020,2.0,29.18621898086759,33.29270695207425,25.07973100966092
"[2.0, 2020, 03]",2.0,2020,3.0,27.61933131274863,31.55108922144345,23.6875734040538
"[2.0, 2020, 04]",2.0,2020,4.0,26.806326955862854,31.145842015533248,22.466811896192457
"[2.0, 2020, 05]",2.0,2020,5.0,24.473195681000185,29.35597651070279,19.59041485129759
"[2.0, 2020, 06]",2.0,2020,6.0,22.48627580981246,27.418545179011176,17.554006440613755
"[2.0, 2020, 07]",2.0,2020,7.0,21.916044705436633,26.708278082970256,17.12381132790301
"[2.0, 2020, 08]",2.0,2020,8.0,22.966395150596703,27.792025004735745,18.140765296457662
"[2.0, 2020, 09]",2.0,2020,9.0,24.29553892782724,28.997044894866455,19.594032960788027
"[2.0, 2020, 10]",2.0,2020,10.0,26.057728736503126,30.58501610153438,21.530441371471873
"[2.0, 2020, 11]",2.0,2020,11.0,28.26439666603523,32.71668876681189,23.81210456525857
"[2.0, 2020, 12]",2.0,2020,12.0,28.775610911157415,33.0571888615268,24.494032960788033
"[3.0, 2020, 01]",3.0,2020,1.0,28.312850307587162,32.79753930280246,23.828161312371844
"[3.0, 2020, 02]",3.0,2020,2.0,29.325700615174306,33.583800410116204,25.067600820232403
"[3.0, 2020, 03]",3.0,2020,3.0,27.691729323308262,31.778879015721124,23.604579630895422
"[3.0, 2020, 04]",3.0,2020,4.0,26.656596035543405,31.044360902255637,22.268831168831174
"[3.0, 2020, 05]",3.0,2020,5.0,24.20034176349966,29.088721804511277,19.31196172248804
"[3.0, 2020, 06]",3.0,2020,6.0,22.254032809295975,27.22727272727273,17.28079289131921
"[3.0, 2020, 07]",3.0,2020,7.0,21.533697881066306,26.549282296650716,16.518113465481893
"[3.0, 2020, 08]",3.0,2020,8.0,22.870676691729322,27.90492139439508,17.83643198906357
"[3.0, 2020, 09]",3.0,2020,9.0,24.442515379357484,29.84278879015721,19.042241968557757
"[3.0, 2020, 10]",3.0,2020,10.0,26.18257006151743,31.342788790157208,21.022351332877648
"[3.0, 2020, 11]",3.0,2020,11.0,28.540840738209166,33.56848940533152,23.51319207108681
"[3.0, 2020, 12]",3.0,2020,12.0,29.00167464114833,33.75440874914559,24.248940533151064
"[4.0, 2020, 01]",4.0,2020,1.0,31.54124236252546,36.755338958393956,26.327145766656965
"[4.0, 2020, 02]",4.0,2020,2.0,31.439074774512655,36.43354669770148,26.44460285132383
"[4.0, 2020, 03]",4.0,2020,3.0,30.96303462321793,36.34349723596159,25.58257201047425
"[4.0, 2020, 04]",4.0,2020,4.0,30.078411405295313,35.755397148676174,24.40142566191446
"[4.0, 2020, 05]",4.0,2020,5.0,25.536412569100964,31.61995926680244,19.452865871399474
"[4.0, 2020, 06]",4.0,2020,6.0,24.60205120744836,30.740645912132678,18.46345650276404
"[4.0, 2020, 07]",4.0,2020,7.0,23.532601105615367,30.070177480360776,16.995024730869947
"[4.0, 2020, 08]",4.0,2020,8.0,26.328076811172537,33.10264765784114,19.553505964503934
"[4.0, 2020, 09]",4.0,2020,9.0,29.46862089031132,35.92414896712249,23.013092813500148
"[4.0, 2020, 10]",4.0,2020,10.0,31.496726796624966,37.80995053826011,25.183503054989817
"[4.0, 2020, 11]",4.0,2020,11.0,32.382601105615365,38.28842013383765,26.476782077393075
"[4.0, 2020, 12]",4.0,2020,12.0,29.809194064591225,35.122723305208034,24.495664823974398
"[5.0, 2020, 01]",5.0,2020,1.0,29.129813270485858,33.06660623640318,25.193020304568527
"[5.0, 2020, 02]",5.0,2020,2.0,29.605656272661356,33.35188542422044,25.859427121102247
"[5.0, 2020, 03]",5.0,2020,3.0,28.707405728788977,33.011511965192156,24.40329949238578
"[5.0, 2020, 04]",5.0,2020,4.0,28.514811457577956,33.52405728788977,23.505565627266137
"[5.0, 2020, 05]",5.0,2020,5.0,25.95717005076142,31.79896664249456,20.115373459028284
"[5.0, 2020, 06]",5.0,2020,6.0,25.146319796954316,31.626885424220454,18.665754169688185
"[5.0, 2020, 07]",5.0,2020,7.0,24.02315989847716,30.85886511965192,17.187454677302387
"[5.0, 2020, 08]",5.0,2020,8.0,25.457813633067435,32.3897026831037,18.525924583031177
"[5.0, 2020, 09]",5.0,2020,9.0,27.758865119651915,33.977356780275564,21.54037345902828
"[5.0, 2020, 10]",5.0,2020,10.0,28.541080493110947,34.098205221174766,22.98395576504714
"[5.0, 2020, 11]",5.0,2020,11.0,30.001124002900653,34.90065264684553,25.101595358955763
"[5.0, 2020, 12]",5.0,2020,12.0,28.217077592458295,32.44811457577954,23.98604060913705
"[6.0, 2020, 01]",6.0,2020,1.0,29.15666666666666,33.093333333333334,25.220000000000002
"[6.0, 2020, 02]",6.0,2020,2.0,29.763333333333332,33.486666666666665,26.040000000000003
"[6.0, 2020, 03]",6.0,2020,3.0,28.87666666666667,33.04666666666667,24.70666666666666
"[6.0, 2020, 04]",6.0,2020,4.0,28.673333333333332,33.53333333333333,23.813333333333336
"[6.0, 2020, 05]",6.0,2020,5.0,26.33,31.94666666666667,20.713333333333335
"[6.0, 2020, 06]",6.0,2020,6.0,25.16666666666667,31.6,18.733333333333334
"[6.0, 2020, 07]",6.0,2020,7.0,24.136666666666667,30.986666666666668,17.28666666666667
"[6.0, 2020, 08]",6.0,2020,8.0,25.59666666666667,32.473333333333336,18.720000000000002
"[6.0, 2020, 09]",6.0,2020,9.0,27.946666666666665,34.20666666666667,21.68666666666667
"[6.0, 2020, 10]",6.0,2020,10.0,29.103333333333335,34.766666666666666,23.440000000000005
"[6.0, 2020, 11]",6.0,2020,11.0,30.340000000000007,35.346666666666664,25.333333333333336
"[6.0, 2020, 12]",6.0,2020,12.0,28.366666666666667,32.653333333333336,24.080000000000002
