uid,grid_id,year,month,srad_mj_m2_day
"[1.0, 2020, 01]",1.0,2020,1.0,2324.470674486804
"[1.0, 2020, 02]",1.0,2020,2.0,2481.74633431085
"[1.0, 2020, 03]",1.0,2020,3.0,2343.118035190616
"[1.0, 2020, 04]",1.0,2020,4.0,1934.99926686217
"[1.0, 2020, 05]",1.0,2020,5.0,1731.6803519061584
"[1.0, 2020, 06]",1.0,2020,6.0,1347.1480938416423
"[1.0, 2020, 07]",1.0,2020,7.0,1446.008797653959
"[1.0, 2020, 08]",1.0,2020,8.0,1848.8980938416423
"[1.0, 2020, 09]",1.0,2020,9.0,2187.424486803519
"[1.0, 2020, 10]",1.0,2020,10.0,2431.8299120234606
"[1.0, 2020, 11]",1.0,2020,11.0,2621.025659824047
"[1.0, 2020, 12]",1.0,2020,12.0,2026.1788856304986
"[2.0, 2020, 01]",2.0,2020,1.0,2129.1884826671712
"[2.0, 2020, 02]",2.0,2020,2.0,2570.8134116309902
"[2.0, 2020, 03]",2.0,2020,3.0,2338.231483235461
"[2.0, 2020, 04]",2.0,2020,4.0,1947.585338132222
"[2.0, 2020, 05]",2.0,2020,5.0,1599.310096609206
"[2.0, 2020, 06]",2.0,2020,6.0,1320.4472437961733
"[2.0, 2020, 07]",2.0,2020,7.0,1462.9990528509188
"[2.0, 2020, 08]",2.0,2020,8.0,1876.2405758666412
"[2.0, 2020, 09]",2.0,2020,9.0,2138.074256487971
"[2.0, 2020, 10]",2.0,2020,10.0,2526.720212161394
"[2.0, 2020, 11]",2.0,2020,11.0,2734.804887289259
"[2.0, 2020, 12]",2.0,2020,12.0,2242.6972911536272
"[3.0, 2020, 01]",3.0,2020,1.0,2087.9706083390292
"[3.0, 2020, 02]",3.0,2020,2.0,2555.9747095010257
"[3.0, 2020, 03]",3.0,2020,3.0,2274.264524948736
"[3.0, 2020, 04]",3.0,2020,4.0,2020.0369104579634
"[3.0, 2020, 05]",3.0,2020,5.0,1618.3636363636365
"[3.0, 2020, 06]",3.0,2020,6.0,1292.1045796308956
"[3.0, 2020, 07]",3.0,2020,7.0,1475.1414900888585
"[3.0, 2020, 08]",3.0,2020,8.0,1915.5803144224196
"[3.0, 2020, 09]",3.0,2020,9.0,2171.872863978127
"[3.0, 2020, 10]",3.0,2020,10.0,2564.7983595352016
"[3.0, 2020, 11]",3.0,2020,11.0,2765.6555023923447
"[3.0, 2020, 12]",3.0,2020,12.0,2369.2857142857147
"[4.0, 2020, 01]",4.0,2020,1.0,2685.7969159150425
"[4.0, 2020, 02]",4.0,2020,2.0,2492.8359034041314
"[4.0, 2020, 03]",4.0,2020,3.0,2794.8975851032874
"[4.0, 2020, 04]",4.0,2020,4.0,2487.4562118126273
"[4.0, 2020, 05]",4.0,2020,5.0,2093.90864125691
"[4.0, 2020, 06]",4.0,2020,6.0,2173.6738434681406
"[4.0, 2020, 07]",4.0,2020,7.0,2313.906895548443
"[4.0, 2020, 08]",4.0,2020,8.0,2589.7692755309868
"[4.0, 2020, 09]",4.0,2020,9.0,2712.3773639802153
"[4.0, 2020, 10]",4.0,2020,10.0,2818.0430608088445
"[4.0, 2020, 11]",4.0,2020,11.0,2905.056444573756
"[4.0, 2020, 12]",4.0,2020,12.0,2378.1216176898456
"[5.0, 2020, 01]",5.0,2020,1.0,2194.493836113126
"[5.0, 2020, 02]",5.0,2020,2.0,2345.2652284263954
"[5.0, 2020, 03]",5.0,2020,3.0,2447.908992023205
"[5.0, 2020, 04]",5.0,2020,4.0,2395.610768672951
"[5.0, 2020, 05]",5.0,2020,5.0,2154.341733139956
"[5.0, 2020, 06]",5.0,2020,6.0,2207.9793328498913
"[5.0, 2020, 07]",5.0,2020,7.0,2355.0821247280633
"[5.0, 2020, 08]",5.0,2020,8.0,2419.2092095721537
"[5.0, 2020, 09]",5.0,2020,9.0,2662.6809282088466
"[5.0, 2020, 10]",5.0,2020,10.0,2626.8286802030457
"[5.0, 2020, 11]",5.0,2020,11.0,2806.138687454677
"[5.0, 2020, 12]",5.0,2020,12.0,2028.5659898477154
"[6.0, 2020, 01]",6.0,2020,1.0,2172.8
"[6.0, 2020, 02]",6.0,2020,2.0,2322.2
"[6.0, 2020, 03]",6.0,2020,3.0,2376.0666666666666
"[6.0, 2020, 04]",6.0,2020,4.0,2431.133333333333
"[6.0, 2020, 05]",6.0,2020,5.0,2132.6
"[6.0, 2020, 06]",6.0,2020,6.0,2191.4
"[6.0, 2020, 07]",6.0,2020,7.0,2329.6666666666665
