uid,grid_id,year,month,srad_mj_m2_day
"[1.0, 2018, 01]",1.0,2018,1.0,2625.279009126467
"[1.0, 2018, 02]",1.0,2018,2.0,1960.4706649282919
"[1.0, 2018, 03]",1.0,2018,3.0,2339.4823989569754
"[1.0, 2018, 04]",1.0,2018,4.0,1909.4191655801826
"[1.0, 2018, 05]",1.0,2018,5.0,1664.8683181225554
"[1.0, 2018, 06]",1.0,2018,6.0,1490.622555410691
"[1.0, 2018, 07]",1.0,2018,7.0,1335.910039113429
"[1.0, 2018, 08]",1.0,2018,8.0,1891.8096479791395
"[1.0, 2018, 09]",1.0,2018,9.0,2390.464146023468
"[1.0, 2018, 10]",1.0,2018,10.0,2448.4582790091263
"[1.0, 2018, 11]",1.0,2018,11.0,2375.1734028683177
"[1.0, 2018, 12]",1.0,2018,12.0,2630.8402868318126
"[2.0, 2018, 01]",2.0,2018,1.0,2445.957188861527
"[2.0, 2018, 02]",2.0,2018,2.0,2122.397044894866
"[2.0, 2018, 03]",2.0,2018,3.0,2193.4784997158554
"[2.0, 2018, 04]",2.0,2018,4.0,1883.2225800340973
"[2.0, 2018, 05]",2.0,2018,5.0,1667.6402727789355
"[2.0, 2018, 06]",2.0,2018,6.0,1478.1962492896382
"[2.0, 2018, 07]",2.0,2018,7.0,1373.0096609206287
"[2.0, 2018, 08]",2.0,2018,8.0,2049.849403296079
"[2.0, 2018, 09]",2.0,2018,9.0,2373.8100018942982
"[2.0, 2018, 10]",2.0,2018,10.0,2349.4104944118208
"[2.0, 2018, 11]",2.0,2018,11.0,2301.9283955294563
"[2.0, 2018, 12]",2.0,2018,12.0,2459.2000378859634
"[3.0, 2018, 01]",3.0,2018,1.0,2381.6291989664087
"[3.0, 2018, 02]",3.0,2018,2.0,2200.591085271318
"[3.0, 2018, 03]",3.0,2018,3.0,2159.2138242894057
"[3.0, 2018, 04]",3.0,2018,4.0,1884.2390180878554
"[3.0, 2018, 05]",3.0,2018,5.0,1655.8940568475452
"[3.0, 2018, 06]",3.0,2018,6.0,1441.5161498708012
"[3.0, 2018, 07]",3.0,2018,7.0,1379.4586563307494
"[3.0, 2018, 08]",3.0,2018,8.0,2088.508397932817
"[3.0, 2018, 09]",3.0,2018,9.0,2381.5949612403106
"[3.0, 2018, 10]",3.0,2018,10.0,2368.4334625323
"[3.0, 2018, 11]",3.0,2018,11.0,2340.1608527131784
"[3.0, 2018, 12]",3.0,2018,12.0,2435.9961240310076
"[4.0, 2018, 01]",4.0,2018,1.0,2059.74691943128
"[4.0, 2018, 02]",4.0,2018,2.0,2519.7826224328596
"[4.0, 2018, 03]",4.0,2018,3.0,2801.9740916271726
"[4.0, 2018, 04]",4.0,2018,4.0,2469.5481832543446
"[4.0, 2018, 05]",4.0,2018,5.0,2330.993996840442
"[4.0, 2018, 06]",4.0,2018,6.0,2144.9545023696683
"[4.0, 2018, 07]",4.0,2018,7.0,2276.850552922591
"[4.0, 2018, 08]",4.0,2018,8.0,2602.8221169036337
"[4.0, 2018, 09]",4.0,2018,9.0,2856.8173775671407
"[4.0, 2018, 10]",4.0,2018,10.0,2837.521327014218
"[4.0, 2018, 11]",4.0,2018,11.0,2859.2306477093207
"[4.0, 2018, 12]",4.0,2018,12.0,2867.446129541864
"[5.0, 2018, 01]",5.0,2018,1.0,1971.7574329224074
"[5.0, 2018, 02]",5.0,2018,2.0,2214.043147208122
"[5.0, 2018, 03]",5.0,2018,3.0,2396.191624365482
"[5.0, 2018, 04]",5.0,2018,4.0,2391.9697244379986
"[5.0, 2018, 05]",5.0,2018,5.0,2307.4960116026105
"[5.0, 2018, 06]",5.0,2018,6.0,2158.0594633792603
"[5.0, 2018, 07]",5.0,2018,7.0,2243.5377084844085
"[5.0, 2018, 08]",5.0,2018,8.0,2485.0663524292963
"[5.0, 2018, 09]",5.0,2018,9.0,2756.960478607686
"[5.0, 2018, 10]",5.0,2018,10.0,2723.218274111675
"[5.0, 2018, 11]",5.0,2018,11.0,2595.0761421319794
"[5.0, 2018, 12]",5.0,2018,12.0,2391.206852791878
"[6.0, 2018, 01]",6.0,2018,1.0,1990.9375
"[6.0, 2018, 02]",6.0,2018,2.0,2192.375
"[6.0, 2018, 03]",6.0,2018,3.0,2345.25
"[6.0, 2018, 04]",6.0,2018,4.0,2385.875
"[6.0, 2018, 05]",6.0,2018,5.0,2308.875
