date_id,grid_id,year,month,par
"[1, 2020, 01]",1,2020,1.0,
"[2, 2020, 01]",2,2020,1.0,
"[3, 2020, 01]",3,2020,1.0,
"[4, 2020, 01]",4,2020,1.0,
"[5, 2020, 01]",5,2020,1.0,
"[6, 2020, 01]",6,2020,1.0,
"[7, 2020, 01]",7,2020,1.0,
"[8, 2020, 01]",8,2020,1.0,
"[9, 2020, 01]",9,2020,1.0,
"[10, 2020, 01]",10,2020,1.0,
"[11, 2020, 01]",11,2020,1.0,
"[12, 2020, 01]",12,2020,1.0,
"[13, 2020, 01]",13,2020,1.0,
"[14, 2020, 01]",14,2020,1.0,
"[15, 2020, 01]",15,2020,1.0,
"[16, 2020, 01]",16,2020,1.0,
"[17, 2020, 01]",17,2020,1.0,
"[18, 2020, 01]",18,2020,1.0,
"[19, 2020, 01]",19,2020,1.0,
"[20, 2020, 01]",20,2020,1.0,
"[21, 2020, 01]",21,2020,1.0,
"[22, 2020, 01]",22,2020,1.0,
"[23, 2020, 01]",23,2020,1.0,
"[24, 2020, 01]",24,2020,1.0,
"[25, 2020, 01]",25,2020,1.0,
"[26, 2020, 01]",26,2020,1.0,
"[27, 2020, 01]",27,2020,1.0,
"[28, 2020, 01]",28,2020,1.0,
"[29, 2020, 01]",29,2020,1.0,
"[30, 2020, 01]",30,2020,1.0,
"[31, 2020, 01]",31,2020,1.0,
"[32, 2020, 01]",32,2020,1.0,
"[33, 2020, 01]",33,2020,1.0,
"[34, 2020, 01]",34,2020,1.0,
"[35, 2020, 01]",35,2020,1.0,
"[36, 2020, 01]",36,2020,1.0,
"[37, 2020, 01]",37,2020,1.0,
"[38, 2020, 01]",38,2020,1.0,
"[39, 2020, 01]",39,2020,1.0,
"[40, 2020, 01]",40,2020,1.0,
"[41, 2020, 01]",41,2020,1.0,
"[42, 2020, 01]",42,2020,1.0,
"[43, 2020, 01]",43,2020,1.0,
"[44, 2020, 01]",44,2020,1.0,
"[45, 2020, 01]",45,2020,1.0,
"[46, 2020, 01]",46,2020,1.0,
"[47, 2020, 01]",47,2020,1.0,
"[48, 2020, 01]",48,2020,1.0,
"[49, 2020, 01]",49,2020,1.0,
"[50, 2020, 01]",50,2020,1.0,
"[51, 2020, 01]",51,2020,1.0,
"[52, 2020, 01]",52,2020,1.0,
"[53, 2020, 01]",53,2020,1.0,
"[54, 2020, 01]",54,2020,1.0,
